,eccentricity,area,N,E_of_pi,S,d
104,0.8,70000.0,1000.0,1713.41673543,18135.1222222,110.239874108
105,0.8,87500.0,1250.0,1723.35750635,19795.7666667,121.440565103
106,0.8,105000.0,1500.0,1729.38323878,20962.4722222,128.787209313
107,0.8,140000.0,2000.0,1737.72922497,22904.2266082,140.720821052
108,0.9,3500.0,50.0,1668.18482817,6322.14444444,32.6423437116
109,0.9,7000.0,100.0,1662.78542619,8196.13333333,45.0158648194
110,0.9,14000.0,200.0,1662.41745781,10433.5611111,59.3469405075
111,0.9,21000.0,300.0,1668.12301911,11925.7222222,69.4757334251
112,0.9,28000.0,400.0,1678.02442783,13314.1666667,79.0566727073
113,0.9,35000.0,500.0,1685.64845659,14487.5333333,87.3472839065
114,0.9,42000.0,600.0,1691.1977647,15395.0666667,93.1352407103
115,0.9,52500.0,750.0,1697.49846436,16550.7,100.467093789
116,0.9,70000.0,1000.0,1705.87687609,18101.1388889,111.03201336
117,0.9,87500.0,1250.0,1714.93150427,19054.0222222,117.539701031
118,0.9,105000.0,1500.0,1720.15794816,19865.2166667,122.393879037
119,0.9,140000.0,2000.0,1728.39514507,20776.0394737,128.222056176
